state,county,candidate,party,total_votes,won
South Carolina,Hampton County,Donald Trump,REP,3906,FALSE
South Carolina,Hampton County,Jo Jorgensen,LIB,44,FALSE
South Carolina,Hampton County,Howie Hawkins,GRN,22,FALSE
South Carolina,Hampton County,Rocky De La Fuente,ALI,10,FALSE
South Carolina,Horry County,Donald Trump,REP,118821,TRUE
South Carolina,Horry County,Joe Biden,DEM,59180,FALSE
South Carolina,Horry County,Jo Jorgensen,LIB,1255,FALSE
South Carolina,Horry County,Howie Hawkins,GRN,397,FALSE
South Carolina,Horry County,Rocky De La Fuente,ALI,91,FALSE
South Carolina,Jasper County,Joe Biden,DEM,7185,TRUE
South Carolina,Jasper County,Donald Trump,REP,7078,FALSE
South Carolina,Jasper County,Jo Jorgensen,LIB,92,FALSE
South Carolina,Jasper County,Howie Hawkins,GRN,32,FALSE
South Carolina,Jasper County,Rocky De La Fuente,ALI,7,FALSE
South Carolina,Kershaw County,Donald Trump,REP,20471,TRUE
South Carolina,Kershaw County,Joe Biden,DEM,12699,FALSE
South Carolina,Kershaw County,Jo Jorgensen,LIB,344,FALSE
South Carolina,Kershaw County,Howie Hawkins,GRN,90,FALSE
South Carolina,Kershaw County,Rocky De La Fuente,ALI,25,FALSE
South Carolina,Lancaster County,Donald Trump,REP,30312,TRUE
South Carolina,Lancaster County,Joe Biden,DEM,18937,FALSE
South Carolina,Lancaster County,Jo Jorgensen,LIB,492,FALSE
South Carolina,Lancaster County,Howie Hawkins,GRN,93,FALSE
South Carolina,Lancaster County,Rocky De La Fuente,ALI,34,FALSE
South Carolina,Laurens County,Donald Trump,REP,20004,TRUE
South Carolina,Laurens County,Joe Biden,DEM,10159,FALSE
South Carolina,Laurens County,Jo Jorgensen,LIB,238,FALSE
South Carolina,Laurens County,Howie Hawkins,GRN,67,FALSE
South Carolina,Laurens County,Rocky De La Fuente,ALI,20,FALSE
South Carolina,Lee County,Joe Biden,DEM,5329,TRUE
South Carolina,Lee County,Donald Trump,REP,3008,FALSE
South Carolina,Lee County,Jo Jorgensen,LIB,71,FALSE
South Carolina,Lee County,Howie Hawkins,GRN,18,FALSE
South Carolina,Lee County,Rocky De La Fuente,ALI,5,FALSE
South Carolina,Lexington County,Donald Trump,REP,92817,TRUE
South Carolina,Lexington County,Joe Biden,DEM,49301,FALSE
South Carolina,Lexington County,Jo Jorgensen,LIB,1935,FALSE
South Carolina,Lexington County,Howie Hawkins,GRN,397,FALSE
South Carolina,Lexington County,Rocky De La Fuente,ALI,118,FALSE
South Carolina,McCormick County,Donald Trump,REP,2958,TRUE
South Carolina,McCormick County,Joe Biden,DEM,2687,FALSE
South Carolina,McCormick County,Jo Jorgensen,LIB,28,FALSE
South Carolina,McCormick County,Howie Hawkins,GRN,20,FALSE
South Carolina,McCormick County,Rocky De La Fuente,ALI,4,FALSE
South Carolina,Marion County,Joe Biden,DEM,8872,TRUE
South Carolina,Marion County,Donald Trump,REP,5711,FALSE
South Carolina,Marion County,Jo Jorgensen,LIB,63,FALSE
South Carolina,Marion County,Howie Hawkins,GRN,40,FALSE
South Carolina,Marion County,Rocky De La Fuente,ALI,18,FALSE
South Carolina,Marlboro County,Joe Biden,DEM,6290,TRUE
South Carolina,Marlboro County,Donald Trump,REP,5044,FALSE
South Carolina,Marlboro County,Jo Jorgensen,LIB,69,FALSE
South Carolina,Marlboro County,Howie Hawkins,GRN,33,FALSE
South Carolina,Marlboro County,Rocky De La Fuente,ALI,10,FALSE
South Carolina,Newberry County,Donald Trump,REP,11443,TRUE
South Carolina,Newberry County,Joe Biden,DEM,6958,FALSE
South Carolina,Newberry County,Jo Jorgensen,LIB,152,FALSE
South Carolina,Newberry County,Howie Hawkins,GRN,60,FALSE
South Carolina,Newberry County,Rocky De La Fuente,ALI,18,FALSE
South Carolina,Oconee County,Donald Trump,REP,29698,TRUE
South Carolina,Oconee County,Joe Biden,DEM,10414,FALSE
South Carolina,Oconee County,Jo Jorgensen,LIB,443,FALSE
South Carolina,Oconee County,Howie Hawkins,GRN,88,FALSE
South Carolina,Oconee County,Rocky De La Fuente,ALI,25,FALSE
South Carolina,Orangeburg County,Joe Biden,DEM,27295,TRUE
South Carolina,Orangeburg County,Donald Trump,REP,13603,FALSE
South Carolina,Orangeburg County,Jo Jorgensen,LIB,172,FALSE
South Carolina,Orangeburg County,Howie Hawkins,GRN,106,FALSE
South Carolina,Orangeburg County,Rocky De La Fuente,ALI,29,FALSE
South Carolina,Pickens County,Donald Trump,REP,42907,TRUE
South Carolina,Pickens County,Joe Biden,DEM,13645,FALSE
South Carolina,Pickens County,Jo Jorgensen,LIB,793,FALSE
South Carolina,Pickens County,Howie Hawkins,GRN,162,FALSE
South Carolina,Pickens County,Rocky De La Fuente,ALI,39,FALSE
South Carolina,Richland County,Joe Biden,DEM,132570,TRUE
South Carolina,Richland County,Donald Trump,REP,58313,FALSE
South Carolina,Richland County,Jo Jorgensen,LIB,2027,FALSE
South Carolina,Richland County,Howie Hawkins,GRN,732,FALSE
South Carolina,Richland County,Rocky De La Fuente,ALI,180,FALSE
South Carolina,Saluda County,Donald Trump,REP,6210,TRUE
South Carolina,Saluda County,Joe Biden,DEM,2963,FALSE
South Carolina,Saluda County,Jo Jorgensen,LIB,75,FALSE
South Carolina,Saluda County,Howie Hawkins,GRN,21,FALSE
South Carolina,Saluda County,Rocky De La Fuente,ALI,5,FALSE
South Carolina,Spartanburg County,Donald Trump,REP,93560,TRUE
South Carolina,Spartanburg County,Joe Biden,DEM,52926,FALSE
South Carolina,Spartanburg County,Jo Jorgensen,LIB,1702,FALSE
South Carolina,Spartanburg County,Howie Hawkins,GRN,377,FALSE
South Carolina,Spartanburg County,Rocky De La Fuente,ALI,90,FALSE
South Carolina,Sumter County,Joe Biden,DEM,27379,TRUE
South Carolina,Sumter County,Donald Trump,REP,21000,FALSE
South Carolina,Sumter County,Jo Jorgensen,LIB,355,FALSE
South Carolina,Sumter County,Howie Hawkins,GRN,152,FALSE
South Carolina,Sumter County,Rocky De La Fuente,ALI,34,FALSE
South Carolina,Union County,Donald Trump,REP,8183,TRUE
South Carolina,Union County,Joe Biden,DEM,4935,FALSE
South Carolina,Union County,Jo Jorgensen,LIB,96,FALSE
South Carolina,Union County,Howie Hawkins,GRN,36,FALSE
South Carolina,Union County,Rocky De La Fuente,ALI,7,FALSE
South Carolina,Williamsburg County,Joe Biden,DEM,10289,TRUE
South Carolina,Williamsburg County,Donald Trump,REP,5532,FALSE
South Carolina,Williamsburg County,Jo Jorgensen,LIB,81,FALSE
South Carolina,Williamsburg County,Howie Hawkins,GRN,62,FALSE
South Carolina,Williamsburg County,Rocky De La Fuente,ALI,21,FALSE
South Carolina,York County,Donald Trump,REP,82727,TRUE
South Carolina,York County,Joe Biden,DEM,59008,FALSE
South Carolina,York County,Jo Jorgensen,LIB,1807,FALSE
South Carolina,York County,Howie Hawkins,GRN,398,FALSE
South Carolina,York County,Rocky De La Fuente,ALI,110,FALSE
South Dakota,Aurora County,Donald Trump,REP,1052,TRUE
South Dakota,Aurora County,Joe Biden,DEM,317,FALSE
South Dakota,Aurora County,Jo Jorgensen,LIB,36,FALSE
South Dakota,Beadle County,Donald Trump,REP,4808,TRUE
South Dakota,Beadle County,Joe Biden,DEM,2107,FALSE
South Dakota,Beadle County,Jo Jorgensen,LIB,166,FALSE
South Dakota,Bennett County,Donald Trump,REP,694,TRUE
South Dakota,Bennett County,Joe Biden,DEM,466,FALSE
South Dakota,Bennett County,Jo Jorgensen,LIB,23,FALSE
South Dakota,Bon Homme County,Donald Trump,REP,2235,TRUE
South Dakota,Bon Homme County,Joe Biden,DEM,721,FALSE
South Dakota,Bon Homme County,Jo Jorgensen,LIB,45,FALSE
South Dakota,Brookings County,Donald Trump,REP,8000,TRUE
South Dakota,Brookings County,Joe Biden,DEM,6110,FALSE
South Dakota,Brookings County,Jo Jorgensen,LIB,457,FALSE
South Dakota,Brown County,Donald Trump,REP,10580,TRUE
South Dakota,Brown County,Joe Biden,DEM,6538,FALSE
South Dakota,Brown County,Jo Jorgensen,LIB,429,FALSE
South Dakota,Brule County,Donald Trump,REP,1750,TRUE
South Dakota,Brule County,Joe Biden,DEM,673,FALSE
South Dakota,Brule County,Jo Jorgensen,LIB,67,FALSE
South Dakota,Buffalo County,Joe Biden,DEM,352,TRUE
South Dakota,Buffalo County,Donald Trump,REP,183,FALSE
South Dakota,Buffalo County,Jo Jorgensen,LIB,14,FALSE
South Dakota,Butte County,Donald Trump,REP,3731,TRUE
South Dakota,Butte County,Joe Biden,DEM,939,FALSE
South Dakota,Butte County,Jo Jorgensen,LIB,132,FALSE
South Dakota,Campbell County,Donald Trump,REP,747,TRUE
South Dakota,Campbell County,Joe Biden,DEM,117,FALSE
South Dakota,Campbell County,Jo Jorgensen,LIB,9,FALSE
South Dakota,Charles Mix County,Donald Trump,REP,2552,TRUE
South Dakota,Charles Mix County,Joe Biden,DEM,1177,FALSE
South Dakota,Charles Mix County,Jo Jorgensen,LIB,54,FALSE
South Dakota,Clark County,Donald Trump,REP,1373,TRUE
South Dakota,Clark County,Joe Biden,DEM,437,FALSE
South Dakota,Clark County,Jo Jorgensen,LIB,40,FALSE
South Dakota,Clay County,Joe Biden,DEM,3083,TRUE
South Dakota,Clay County,Donald Trump,REP,2456,FALSE
South Dakota,Clay County,Jo Jorgensen,LIB,159,FALSE
South Dakota,Codington County,Donald Trump,REP,8958,TRUE
South Dakota,Codington County,Joe Biden,DEM,3837,FALSE
South Dakota,Codington County,Jo Jorgensen,LIB,366,FALSE
South Dakota,Corson County,Donald Trump,REP,647,TRUE
South Dakota,Corson County,Joe Biden,DEM,622,FALSE
South Dakota,Corson County,Jo Jorgensen,LIB,14,FALSE
South Dakota,Custer County,Donald Trump,REP,3852,TRUE
South Dakota,Custer County,Joe Biden,DEM,1522,FALSE
South Dakota,Custer County,Jo Jorgensen,LIB,120,FALSE
South Dakota,Davison County,Donald Trump,REP,5613,TRUE
South Dakota,Davison County,Joe Biden,DEM,2648,FALSE
South Dakota,Davison County,Jo Jorgensen,LIB,193,FALSE
South Dakota,Day County,Donald Trump,REP,1869,TRUE
South Dakota,Day County,Joe Biden,DEM,1052,FALSE
South Dakota,Day County,Jo Jorgensen,LIB,43,FALSE
South Dakota,Deuel County,Donald Trump,REP,1699,TRUE
South Dakota,Deuel County,Joe Biden,DEM,609,FALSE
South Dakota,Deuel County,Jo Jorgensen,LIB,42,FALSE
South Dakota,Dewey County,Joe Biden,DEM,1131,TRUE
South Dakota,Dewey County,Donald Trump,REP,790,FALSE
South Dakota,Dewey County,Jo Jorgensen,LIB,45,FALSE
South Dakota,Douglas County,Donald Trump,REP,1468,TRUE
South Dakota,Douglas County,Joe Biden,DEM,216,FALSE
South Dakota,Douglas County,Jo Jorgensen,LIB,23,FALSE
South Dakota,Edmunds County,Donald Trump,REP,1538,TRUE
South Dakota,Edmunds County,Joe Biden,DEM,417,FALSE
South Dakota,Edmunds County,Jo Jorgensen,LIB,30,FALSE
South Dakota,Fall River County,Donald Trump,REP,2878,TRUE
South Dakota,Fall River County,Joe Biden,DEM,1053,FALSE
South Dakota,Fall River County,Jo Jorgensen,LIB,111,FALSE
South Dakota,Faulk County,Donald Trump,REP,964,TRUE
South Dakota,Faulk County,Joe Biden,DEM,198,FALSE
South Dakota,Faulk County,Jo Jorgensen,LIB,20,FALSE
South Dakota,Grant County,Donald Trump,REP,2618,TRUE
South Dakota,Grant County,Joe Biden,DEM,1056,FALSE
South Dakota,Grant County,Jo Jorgensen,LIB,71,FALSE
South Dakota,Gregory County,Donald Trump,REP,1771,TRUE
South Dakota,Gregory County,Joe Biden,DEM,455,FALSE
South Dakota,Gregory County,Jo Jorgensen,LIB,32,FALSE
South Dakota,Haakon County,Donald Trump,REP,1026,TRUE
South Dakota,Haakon County,Joe Biden,DEM,105,FALSE
South Dakota,Haakon County,Jo Jorgensen,LIB,6,FALSE
South Dakota,Hamlin County,Donald Trump,REP,2372,TRUE
South Dakota,Hamlin County,Joe Biden,DEM,647,FALSE
South Dakota,Hamlin County,Jo Jorgensen,LIB,64,FALSE
South Dakota,Hand County,Donald Trump,REP,1433,TRUE
South Dakota,Hand County,Joe Biden,DEM,373,FALSE
South Dakota,Hand County,Jo Jorgensen,LIB,30,FALSE
South Dakota,Hanson County,Donald Trump,REP,1793,TRUE
South Dakota,Hanson County,Joe Biden,DEM,557,FALSE
South Dakota,Hanson County,Jo Jorgensen,LIB,38,FALSE
South Dakota,Harding County,Donald Trump,REP,748,TRUE
South Dakota,Harding County,Joe Biden,DEM,49,FALSE
South Dakota,Harding County,Jo Jorgensen,LIB,16,FALSE
South Dakota,Hughes County,Donald Trump,REP,5522,TRUE
South Dakota,Hughes County,Joe Biden,DEM,2953,FALSE
South Dakota,Hughes County,Jo Jorgensen,LIB,248,FALSE
South Dakota,Hutchinson County,Donald Trump,REP,2944,TRUE
South Dakota,Hutchinson County,Joe Biden,DEM,762,FALSE
South Dakota,Hutchinson County,Jo Jorgensen,LIB,61,FALSE
South Dakota,Hyde County,Donald Trump,REP,564,TRUE
South Dakota,Hyde County,Joe Biden,DEM,136,FALSE
South Dakota,Hyde County,Jo Jorgensen,LIB,10,FALSE
South Dakota,Jackson County,Donald Trump,REP,738,TRUE
South Dakota,Jackson County,Joe Biden,DEM,359,FALSE
South Dakota,Jackson County,Jo Jorgensen,LIB,18,FALSE
South Dakota,Jerauld County,Donald Trump,REP,721,TRUE
South Dakota,Jerauld County,Joe Biden,DEM,270,FALSE
South Dakota,Jerauld County,Jo Jorgensen,LIB,15,FALSE
South Dakota,Jones County,Donald Trump,REP,498,TRUE
South Dakota,Jones County,Joe Biden,DEM,90,FALSE
South Dakota,Jones County,Jo Jorgensen,LIB,11,FALSE
South Dakota,Kingsbury County,Donald Trump,REP,1904,TRUE
South Dakota,Kingsbury County,Joe Biden,DEM,819,FALSE
South Dakota,Kingsbury County,Jo Jorgensen,LIB,56,FALSE
South Dakota,Lake County,Donald Trump,REP,3681,TRUE
South Dakota,Lake County,Joe Biden,DEM,2068,FALSE
South Dakota,Lake County,Jo Jorgensen,LIB,124,FALSE
South Dakota,Lawrence County,Donald Trump,REP,8753,TRUE
South Dakota,Lawrence County,Joe Biden,DEM,4537,FALSE
South Dakota,Lawrence County,Jo Jorgensen,LIB,538,FALSE
South Dakota,Lincoln County,Donald Trump,REP,19617,TRUE
South Dakota,Lincoln County,Joe Biden,DEM,11981,FALSE
South Dakota,Lincoln County,Jo Jorgensen,LIB,798,FALSE
South Dakota,Lyman County,Donald Trump,REP,1042,TRUE
South Dakota,Lyman County,Joe Biden,DEM,525,FALSE
South Dakota,Lyman County,Jo Jorgensen,LIB,30,FALSE
South Dakota,McCook County,Donald Trump,REP,2068,TRUE
South Dakota,McCook County,Joe Biden,DEM,769,FALSE
South Dakota,McCook County,Jo Jorgensen,LIB,63,FALSE
South Dakota,McPherson County,Donald Trump,REP,1075,TRUE
South Dakota,McPherson County,Joe Biden,DEM,222,FALSE
South Dakota,McPherson County,Jo Jorgensen,LIB,27,FALSE
South Dakota,Marshall County,Donald Trump,REP,1287,TRUE
South Dakota,Marshall County,Joe Biden,DEM,858,FALSE
South Dakota,Marshall County,Jo Jorgensen,LIB,33,FALSE
South Dakota,Meade County,Donald Trump,REP,9875,TRUE
South Dakota,Meade County,Joe Biden,DEM,3285,FALSE
South Dakota,Meade County,Jo Jorgensen,LIB,510,FALSE
South Dakota,Mellette County,Donald Trump,REP,449,TRUE
South Dakota,Mellette County,Joe Biden,DEM,298,FALSE
South Dakota,Mellette County,Jo Jorgensen,LIB,22,FALSE
South Dakota,Miner County,Donald Trump,REP,787,TRUE
South Dakota,Miner County,Joe Biden,DEM,320,FALSE
South Dakota,Miner County,Jo Jorgensen,LIB,31,FALSE
South Dakota,Minnehaha County,Donald Trump,REP,49249,TRUE
South Dakota,Minnehaha County,Joe Biden,DEM,40482,FALSE
South Dakota,Minnehaha County,Jo Jorgensen,LIB,2595,FALSE
South Dakota,Moody County,Donald Trump,REP,1951,TRUE
South Dakota,Moody County,Joe Biden,DEM,1179,FALSE
South Dakota,Moody County,Jo Jorgensen,LIB,76,FALSE
South Dakota,Oglala Lakota County,Joe Biden,DEM,2829,TRUE
South Dakota,Oglala Lakota County,Donald Trump,REP,297,FALSE
South Dakota,Oglala Lakota County,Jo Jorgensen,LIB,74,FALSE
South Dakota,Pennington County,Donald Trump,REP,35063,TRUE
South Dakota,Pennington County,Joe Biden,DEM,20606,FALSE
South Dakota,Pennington County,Jo Jorgensen,LIB,1849,FALSE
South Dakota,Perkins County,Donald Trump,REP,1401,TRUE
South Dakota,Perkins County,Joe Biden,DEM,239,FALSE
South Dakota,Perkins County,Jo Jorgensen,LIB,29,FALSE
South Dakota,Potter County,Donald Trump,REP,1139,TRUE
South Dakota,Potter County,Joe Biden,DEM,227,FALSE
South Dakota,Potter County,Jo Jorgensen,LIB,14,FALSE
South Dakota,Roberts County,Donald Trump,REP,2404,TRUE
South Dakota,Roberts County,Joe Biden,DEM,1828,FALSE
South Dakota,Roberts County,Jo Jorgensen,LIB,75,FALSE
South Dakota,Sanborn County,Donald Trump,REP,905,TRUE
South Dakota,Sanborn County,Joe Biden,DEM,257,FALSE
South Dakota,Sanborn County,Jo Jorgensen,LIB,23,FALSE
South Dakota,Spink County,Donald Trump,REP,2104,TRUE
South Dakota,Spink County,Joe Biden,DEM,998,FALSE
South Dakota,Spink County,Jo Jorgensen,LIB,61,FALSE
South Dakota,Stanley County,Donald Trump,REP,1203,TRUE
South Dakota,Stanley County,Joe Biden,DEM,421,FALSE
South Dakota,Stanley County,Jo Jorgensen,LIB,28,FALSE
South Dakota,Sully County,Donald Trump,REP,726,TRUE
South Dakota,Sully County,Joe Biden,DEM,185,FALSE
South Dakota,Sully County,Jo Jorgensen,LIB,19,FALSE
South Dakota,Todd County,Joe Biden,DEM,1963,TRUE
South Dakota,Todd County,Donald Trump,REP,532,FALSE
South Dakota,Todd County,Jo Jorgensen,LIB,44,FALSE
South Dakota,Tripp County,Donald Trump,REP,2161,TRUE
South Dakota,Tripp County,Joe Biden,DEM,495,FALSE
South Dakota,Tripp County,Jo Jorgensen,LIB,40,FALSE
South Dakota,Turner County,Donald Trump,REP,3290,TRUE
South Dakota,Turner County,Joe Biden,DEM,1139,FALSE
South Dakota,Turner County,Jo Jorgensen,LIB,119,FALSE
South Dakota,Union County,Donald Trump,REP,5944,TRUE
South Dakota,Union County,Joe Biden,DEM,2725,FALSE
South Dakota,Union County,Jo Jorgensen,LIB,186,FALSE
South Dakota,Walworth County,Donald Trump,REP,1966,TRUE
South Dakota,Walworth County,Joe Biden,DEM,565,FALSE
South Dakota,Walworth County,Jo Jorgensen,LIB,49,FALSE
South Dakota,Yankton County,Donald Trump,REP,6581,TRUE
South Dakota,Yankton County,Joe Biden,DEM,4016,FALSE
South Dakota,Yankton County,Jo Jorgensen,LIB,303,FALSE
South Dakota,Ziebach County,Joe Biden,DEM,481,TRUE
South Dakota,Ziebach County,Donald Trump,REP,404,FALSE
South Dakota,Ziebach County,Jo Jorgensen,LIB,21,FALSE
Tennessee,Anderson County,Donald Trump,REP,23184,TRUE
Tennessee,Anderson County,Joe Biden,DEM,11741,FALSE
Tennessee,Anderson County,Jo Jorgensen,LIB,397,FALSE
Tennessee,Anderson County,Kanye West,IND,69,FALSE
Tennessee,Anderson County,Don Blankenship,CST,56,FALSE
Tennessee,Anderson County,Howie Hawkins,GRN,52,FALSE
Tennessee,Anderson County,Alyson Kennedy,SWP,33,FALSE
Tennessee,Anderson County,Gloria La Riva,PSL,13,FALSE
Tennessee,Anderson County, Write-ins,WRI,13,FALSE
Tennessee,Anderson County,Rocky De La Fuente,ALI,12,FALSE
Tennessee,Bedford County,Donald Trump,REP,14354,TRUE
Tennessee,Bedford County,Joe Biden,DEM,4453,FALSE
Tennessee,Bedford County,Jo Jorgensen,LIB,155,FALSE
Tennessee,Bedford County,Kanye West,IND,45,FALSE
Tennessee,Bedford County,Don Blankenship,CST,32,FALSE
Tennessee,Bedford County,Howie Hawkins,GRN,24,FALSE
Tennessee,Bedford County,Alyson Kennedy,SWP,9,FALSE
Tennessee,Bedford County,Rocky De La Fuente,ALI,8,FALSE
Tennessee,Bedford County,Gloria La Riva,PSL,6,FALSE
Tennessee,Bedford County, Write-ins,WRI,2,FALSE
Tennessee,Benton County,Donald Trump,REP,5668,TRUE
Tennessee,Benton County,Joe Biden,DEM,1529,FALSE
Tennessee,Benton County,Jo Jorgensen,LIB,35,FALSE
Tennessee,Benton County,Don Blankenship,CST,8,FALSE
Tennessee,Benton County,Kanye West,IND,8,FALSE
Tennessee,Benton County,Howie Hawkins,GRN,6,FALSE
Tennessee,Benton County,Alyson Kennedy,SWP,3,FALSE
Tennessee,Benton County,Gloria La Riva,PSL,2,FALSE
Tennessee,Benton County,Rocky De La Fuente,ALI,1,FALSE
Tennessee,Benton County, Write-ins,WRI,0,FALSE
Tennessee,Bledsoe County,Donald Trump,REP,4725,TRUE
Tennessee,Bledsoe County,Joe Biden,DEM,971,FALSE
Tennessee,Bledsoe County,Jo Jorgensen,LIB,33,FALSE
Tennessee,Bledsoe County,Don Blankenship,CST,13,FALSE
Tennessee,Bledsoe County,Kanye West,IND,7,FALSE
Tennessee,Bledsoe County,Howie Hawkins,GRN,4,FALSE
Tennessee,Bledsoe County,Rocky De La Fuente,ALI,2,FALSE
Tennessee,Bledsoe County,Alyson Kennedy,SWP,2,FALSE
Tennessee,Bledsoe County,Gloria La Riva,PSL,1,FALSE
Tennessee,Bledsoe County, Write-ins,WRI,0,FALSE
Tennessee,Blount County,Donald Trump,REP,47369,TRUE
Tennessee,Blount County,Joe Biden,DEM,17932,FALSE
Tennessee,Blount County,Jo Jorgensen,LIB,834,FALSE
Tennessee,Blount County,Don Blankenship,CST,141,FALSE
Tennessee,Blount County,Kanye West,IND,130,FALSE
Tennessee,Blount County,Howie Hawkins,GRN,99,FALSE
Tennessee,Blount County,Rocky De La Fuente,ALI,37,FALSE
Tennessee,Blount County, Write-ins,WRI,28,FALSE
Tennessee,Blount County,Alyson Kennedy,SWP,27,FALSE
Tennessee,Blount County,Gloria La Riva,PSL,12,FALSE
Tennessee,Bradley County,Donald Trump,REP,35204,TRUE
Tennessee,Bradley County,Joe Biden,DEM,9851,FALSE
Tennessee,Bradley County,Jo Jorgensen,LIB,500,FALSE
Tennessee,Bradley County,Kanye West,IND,102,FALSE
Tennessee,Bradley County,Don Blankenship,CST,85,FALSE
Tennessee,Bradley County,Howie Hawkins,GRN,53,FALSE
Tennessee,Bradley County,Rocky De La Fuente,ALI,24,FALSE
Tennessee,Bradley County,Gloria La Riva,PSL,17,FALSE
Tennessee,Bradley County,Alyson Kennedy,SWP,15,FALSE
Tennessee,Bradley County, Write-ins,WRI,14,FALSE
Tennessee,Campbell County,Donald Trump,REP,12331,TRUE
Tennessee,Campbell County,Joe Biden,DEM,2441,FALSE
Tennessee,Campbell County,Jo Jorgensen,LIB,101,FALSE
Tennessee,Campbell County,Don Blankenship,CST,24,FALSE
Tennessee,Campbell County,Kanye West,IND,18,FALSE
Tennessee,Campbell County,Howie Hawkins,GRN,9,FALSE
Tennessee,Campbell County,Alyson Kennedy,SWP,5,FALSE
Tennessee,Campbell County,Rocky De La Fuente,ALI,2,FALSE
Tennessee,Campbell County,Gloria La Riva,PSL,2,FALSE
Tennessee,Campbell County, Write-ins,WRI,0,FALSE
Tennessee,Cannon County,Donald Trump,REP,5190,TRUE
Tennessee,Cannon County,Joe Biden,DEM,1261,FALSE
Tennessee,Cannon County,Jo Jorgensen,LIB,63,FALSE
Tennessee,Cannon County,Don Blankenship,CST,12,FALSE
Tennessee,Cannon County,Kanye West,IND,12,FALSE
Tennessee,Cannon County,Alyson Kennedy,SWP,7,FALSE
Tennessee,Cannon County,Howie Hawkins,GRN,6,FALSE
Tennessee,Cannon County,Rocky De La Fuente,ALI,2,FALSE
Tennessee,Cannon County,Gloria La Riva,PSL,2,FALSE
Tennessee,Cannon County, Write-ins,WRI,2,FALSE
Tennessee,Carroll County,Donald Trump,REP,9205,TRUE
Tennessee,Carroll County,Joe Biden,DEM,2559,FALSE
Tennessee,Carroll County,Jo Jorgensen,LIB,90,FALSE
Tennessee,Carroll County,Don Blankenship,CST,18,FALSE
Tennessee,Carroll County,Howie Hawkins,GRN,12,FALSE
Tennessee,Carroll County,Kanye West,IND,9,FALSE
Tennessee,Carroll County,Alyson Kennedy,SWP,7,FALSE
Tennessee,Carroll County,Rocky De La Fuente,ALI,3,FALSE
Tennessee,Carroll County,Gloria La Riva,PSL,2,FALSE
Tennessee,Carroll County, Write-ins,WRI,0,FALSE
Tennessee,Carter County,Donald Trump,REP,19584,TRUE
Tennessee,Carter County,Joe Biden,DEM,4529,FALSE
Tennessee,Carter County,Jo Jorgensen,LIB,243,FALSE
Tennessee,Carter County,Howie Hawkins,GRN,39,FALSE
Tennessee,Carter County,Kanye West,IND,33,FALSE
